idx name E N U flagged
223 Ant071 7.346 -13.78 0.0 True
224 Ant001 17.461 -6.818 0.0 True
225 Ant012 15.273 -5.518 0.0 True
226 Ant013 15.322 -7.817 0.0 True
227 Ant014 13.258 -11.92 0.0 True
228 Ant067 7.903 -6.178 0.0 True
229 Ant048 10.07 -2.913 0.0 True
230 Ant047 8.837 -4.967 0.0 True
231 Ant046 10.709 -8.42 0.0 True
232 Ant015 14.615 -10.17 0.0 True
233 Ant016 13.514 -7.771 0.0 True
234 Ant017 13.516 -4.416 0.0 True
235 Ant036 12.05 -2.302 0.0 True
236 Ant044 10.453 -10.128 0.0 True
237 Ant039 11.964 -10.418 0.0 True
238 Ant038 11.812 -7.029 0.0 True
239 Ant037 11.915 -3.913 0.0 True
240 Ant002 17.682 -3.914 -0.103 False
241 Ant003 18.883 -1.199 -0.116 False
242 Ant004 18.118 1.013 -0.14 False
243 Ant005 17.905 3.301 -0.135 False
244 Ant050 8.801 1.154 -0.176 False
245 Ant049 9.859 -0.48 -0.167 False
246 Ant035 11.463 -0.828 -0.157 False
247 Ant034 12.42 1.075 -0.163 False
248 Ant009 15.168 -0.709 -0.133 False
249 Ant010 16.177 -2.016 -0.119 False
250 Ant011 15.836 -3.865 -0.113 False
251 Ant018 13.666 -1.964 -0.129 False
252 Ant033 10.952 2.072 -0.177 False
253 Ant022 14.853 3.541 -0.156 False
254 Ant020 16.519 0.292 -0.13 False
255 Ant019 13.559 0.129 -0.151 False
